Date,Close
1/15/2014 16:00:00,61.56
1/16/2014 16:00:00,60.81
1/17/2014 16:00:00,60.24
1/21/2014 16:00:00,59.2
1/22/2014 16:00:00,58.98
1/23/2014 16:00:00,58.65
1/24/2014 16:00:00,57.72
1/27/2014 16:00:00,57.71
1/28/2014 16:00:00,57.89
1/29/2014 16:00:00,56.89
1/30/2014 16:00:00,56.67
1/31/2014 16:00:00,56.64
2/3/2014 16:00:00,55.41
2/4/2014 16:00:00,55.12
2/5/2014 16:00:00,55.07
2/6/2014 16:00:00,55.86
2/7/2014 16:00:00,56.33
2/10/2014 16:00:00,56.51
2/11/2014 16:00:00,57.14
2/12/2014 16:00:00,56.95
2/13/2014 16:00:00,56.86
2/14/2014 16:00:00,56.06
2/18/2014 16:00:00,56.39
2/19/2014 16:00:00,57.31
2/20/2014 16:00:00,56.62
2/21/2014 16:00:00,56.24
2/24/2014 16:00:00,56.14
2/25/2014 16:00:00,56.51
2/26/2014 16:00:00,60.49
2/27/2014 16:00:00,60.66
2/28/2014 16:00:00,62.54
3/3/2014 16:00:00,61.96
3/4/2014 16:00:00,61.33
3/5/2014 16:00:00,60.6
3/6/2014 16:00:00,60.74
3/7/2014 16:00:00,60.75
3/10/2014 16:00:00,61.16
3/11/2014 16:00:00,60.94
3/12/2014 16:00:00,61.1
3/13/2014 16:00:00,59.73
3/14/2014 16:00:00,59.36
3/17/2014 16:00:00,59.67
3/18/2014 16:00:00,59.72
3/19/2014 16:00:00,59.48
3/20/2014 16:00:00,59.7
3/21/2014 16:00:00,59.45
3/24/2014 16:00:00,59.46
3/25/2014 16:00:00,59.06
3/26/2014 16:00:00,59.2
3/27/2014 16:00:00,59.74
3/28/2014 16:00:00,59.98
3/31/2014 16:00:00,60.51
4/1/2014 16:00:00,60.57
4/2/2014 16:00:00,60.89
4/3/2014 16:00:00,61.72
4/4/2014 16:00:00,61.14
4/7/2014 16:00:00,60.5
4/8/2014 16:00:00,61.5
4/9/2014 16:00:00,61.21
4/10/2014 16:00:00,59.67
4/11/2014 16:00:00,58.9
4/14/2014 16:00:00,59.42
4/15/2014 16:00:00,59.48
4/16/2014 16:00:00,59.91
4/17/2014 16:00:00,60
4/21/2014 16:00:00,59.76
4/22/2014 16:00:00,60.32
4/23/2014 16:00:00,60.74
4/24/2014 16:00:00,61.45
4/25/2014 16:00:00,61.26
4/28/2014 16:00:00,62.18
4/29/2014 16:00:00,61.97
4/30/2014 16:00:00,61.75
5/1/2014 16:00:00,61.74
5/2/2014 16:00:00,62.01
5/5/2014 16:00:00,59.87
5/6/2014 16:00:00,57.64
5/7/2014 16:00:00,58.13
5/8/2014 16:00:00,58.32
5/9/2014 16:00:00,59.13
5/12/2014 16:00:00,59.64
5/13/2014 16:00:00,59.56
5/14/2014 16:00:00,59.27
5/15/2014 16:00:00,58.18
5/16/2014 16:00:00,58.64
5/19/2014 16:00:00,58.29
5/20/2014 16:00:00,56.61
5/21/2014 16:00:00,57.2
5/22/2014 16:00:00,55.99
5/23/2014 16:00:00,55.69
5/27/2014 16:00:00,55.77
5/28/2014 16:00:00,55.34
5/29/2014 16:00:00,55.88
5/30/2014 16:00:00,56.76
6/2/2014 16:00:00,56.49
6/3/2014 16:00:00,56.79
6/4/2014 16:00:00,57.18
6/5/2014 16:00:00,57.49
6/6/2014 16:00:00,57.68
6/9/2014 16:00:00,57.6
6/10/2014 16:00:00,56.86
6/11/2014 16:00:00,57.08
6/12/2014 16:00:00,57.24
6/13/2014 16:00:00,57.23
6/16/2014 16:00:00,57.74
6/17/2014 16:00:00,58.17
6/18/2014 16:00:00,58.7
6/19/2014 16:00:00,58.74
6/20/2014 16:00:00,58.29
6/23/2014 16:00:00,58.42
6/24/2014 16:00:00,58.7
6/25/2014 16:00:00,58.06
6/26/2014 16:00:00,57.87
6/27/2014 16:00:00,58.12
6/30/2014 16:00:00,57.95
7/1/2014 16:00:00,58.37
7/2/2014 16:00:00,58.77
7/3/2014 16:00:00,59.51
7/7/2014 16:00:00,59.99
7/8/2014 16:00:00,59.8
7/9/2014 16:00:00,60.05
7/10/2014 16:00:00,59.93
7/11/2014 16:00:00,60
7/14/2014 16:00:00,60.18
7/15/2014 16:00:00,60.71
7/16/2014 16:00:00,60.14
7/17/2014 16:00:00,59.72
7/18/2014 16:00:00,60.01
7/21/2014 16:00:00,59.3
7/22/2014 16:00:00,59.38
7/23/2014 16:00:00,60.73
7/24/2014 16:00:00,60.99
7/25/2014 16:00:00,60.39
7/28/2014 16:00:00,60.3
7/29/2014 16:00:00,61.1
7/30/2014 16:00:00,61.38
7/31/2014 16:00:00,59.59
8/1/2014 16:00:00,59.85
8/4/2014 16:00:00,60.7
8/5/2014 16:00:00,58.03
8/6/2014 16:00:00,57.97
8/7/2014 16:00:00,57.5
8/8/2014 16:00:00,58.54
8/11/2014 16:00:00,58.36
8/12/2014 16:00:00,58.46
8/13/2014 16:00:00,58.26
8/14/2014 16:00:00,58.74
8/15/2014 16:00:00,58.2
8/18/2014 16:00:00,58.55
8/19/2014 16:00:00,59.25
8/20/2014 16:00:00,60.33
8/21/2014 16:00:00,61.07
8/22/2014 16:00:00,61.05
8/25/2014 16:00:00,60.98
8/26/2014 16:00:00,60.7
8/27/2014 16:00:00,60.79
8/28/2014 16:00:00,60.35
8/29/2014 16:00:00,60.07
9/2/2014 16:00:00,60.19
9/3/2014 16:00:00,60.39
9/4/2014 16:00:00,61.03
9/5/2014 16:00:00,61.08
9/8/2014 16:00:00,60.56
9/9/2014 16:00:00,60.88
9/10/2014 16:00:00,61.95
9/11/2014 16:00:00,62.59
9/12/2014 16:00:00,62.53
9/15/2014 16:00:00,62.21
9/16/2014 16:00:00,62.86
9/17/2014 16:00:00,62.87
9/18/2014 16:00:00,63.93
9/19/2014 16:00:00,63.81
9/22/2014 16:00:00,63.36
9/23/2014 16:00:00,63.08
9/24/2014 16:00:00,63.88
9/25/2014 16:00:00,62.88
9/26/2014 16:00:00,63.15
9/29/2014 16:00:00,63.04
9/30/2014 16:00:00,62.68
10/1/2014 16:00:00,62.07
10/2/2014 16:00:00,62.57
10/3/2014 16:00:00,63.07
10/6/2014 16:00:00,62.28
10/7/2014 16:00:00,61.54
10/8/2014 16:00:00,62.81
10/9/2014 16:00:00,61.6
10/10/2014 16:00:00,60.59
10/13/2014 16:00:00,60.44
10/14/2014 16:00:00,61.69
10/15/2014 16:00:00,59.98
10/16/2014 16:00:00,59.44
10/17/2014 16:00:00,59.07
10/20/2014 16:00:00,60.29
10/21/2014 16:00:00,61.64
10/22/2014 16:00:00,61.33
10/23/2014 16:00:00,62.03
10/24/2014 16:00:00,61.57
10/27/2014 16:00:00,61.56
10/28/2014 16:00:00,60.65
10/29/2014 16:00:00,60.89
10/30/2014 16:00:00,61.78
10/31/2014 16:00:00,61.82
11/3/2014 16:00:00,61.59
11/4/2014 16:00:00,61.37
11/5/2014 16:00:00,61.12
11/6/2014 16:00:00,61.89
11/7/2014 16:00:00,64.17
11/10/2014 16:00:00,65.52
11/11/2014 16:00:00,65.72
11/12/2014 16:00:00,66.72
11/13/2014 16:00:00,67.5
11/14/2014 16:00:00,68.13
11/17/2014 16:00:00,67.13
11/18/2014 16:00:00,67.51
11/19/2014 16:00:00,72.5
11/20/2014 16:00:00,71.19
11/21/2014 16:00:00,71.51
11/24/2014 16:00:00,71.57
11/25/2014 16:00:00,72.1
11/26/2014 16:00:00,72.16
11/28/2014 16:00:00,74
12/1/2014 16:00:00,72.75
12/2/2014 16:00:00,73.07
12/3/2014 16:00:00,73.33
12/4/2014 16:00:00,73.28
12/5/2014 16:00:00,73.66
12/8/2014 16:00:00,73.78
12/9/2014 16:00:00,73.6
12/10/2014 16:00:00,72.91
12/11/2014 16:00:00,73.53
12/12/2014 16:00:00,72.4
12/15/2014 16:00:00,73.2
12/16/2014 16:00:00,72.28
12/17/2014 16:00:00,73.57
12/18/2014 16:00:00,74.64
12/19/2014 16:00:00,73.95
12/22/2014 16:00:00,74.5
12/23/2014 16:00:00,74.69
12/24/2014 16:00:00,74.65
12/26/2014 16:00:00,75.06
12/29/2014 16:00:00,75.53
12/30/2014 16:00:00,75.71
12/31/2014 16:00:00,75.91
1/2/2015 16:00:00,75.33
1/5/2015 16:00:00,73.98
1/6/2015 16:00:00,73.97
1/7/2015 16:00:00,76.77
1/8/2015 16:00:00,77.13
1/9/2015 16:00:00,76.43
1/12/2015 16:00:00,76.63
1/13/2015 16:00:00,75.95
1/14/2015 16:00:00,74.33
1/15/2015 16:00:00,75.67
1/16/2015 16:00:00,74.94
1/20/2015 16:00:00,73.67
1/21/2015 16:00:00,73.95
1/22/2015 16:00:00,75.77
1/23/2015 16:00:00,75.29
1/26/2015 16:00:00,75.25
1/27/2015 16:00:00,74.76
1/28/2015 16:00:00,74.26
1/29/2015 16:00:00,75.49
1/30/2015 16:00:00,73.61
2/2/2015 16:00:00,74.25
2/3/2015 16:00:00,75.87
2/4/2015 16:00:00,75.61
2/5/2015 16:00:00,75.95
2/6/2015 16:00:00,76.36
2/9/2015 16:00:00,75.39
2/10/2015 16:00:00,76.65
2/11/2015 16:00:00,76.42
2/12/2015 16:00:00,76.87
2/13/2015 16:00:00,76.12
2/17/2015 16:00:00,76.64
2/18/2015 16:00:00,77.35
2/19/2015 16:00:00,76.68
2/20/2015 16:00:00,76.87
2/23/2015 16:00:00,76.69
2/24/2015 16:00:00,76.95
2/25/2015 16:00:00,77.15
2/26/2015 16:00:00,76.9
2/27/2015 16:00:00,76.83
3/2/2015 16:00:00,77.68
3/3/2015 16:00:00,78
3/4/2015 16:00:00,77.72
3/5/2015 16:00:00,78.2
3/6/2015 16:00:00,77.21
3/9/2015 16:00:00,78.57
3/10/2015 16:00:00,77.67
3/11/2015 16:00:00,77.78
3/12/2015 16:00:00,79.3
3/13/2015 16:00:00,79.18
3/16/2015 16:00:00,80.49
3/17/2015 16:00:00,81.03
3/18/2015 16:00:00,81.06
3/19/2015 16:00:00,80.6
3/20/2015 16:00:00,81.31
3/23/2015 16:00:00,81.23
3/24/2015 16:00:00,82
3/25/2015 16:00:00,81.62
3/26/2015 16:00:00,80.44
3/27/2015 16:00:00,81.56
3/30/2015 16:00:00,82.14
3/31/2015 16:00:00,82.07
4/1/2015 16:00:00,82.09
4/2/2015 16:00:00,82.67
4/6/2015 16:00:00,83.34
4/7/2015 16:00:00,82.61
4/8/2015 16:00:00,83.14
4/9/2015 16:00:00,83.29
4/10/2015 16:00:00,83.57
4/13/2015 16:00:00,82.96
4/14/2015 16:00:00,83.06
4/15/2015 16:00:00,81.96
4/16/2015 16:00:00,81.92
4/17/2015 16:00:00,80.02
4/20/2015 16:00:00,80.93
4/21/2015 16:00:00,81.25
4/22/2015 16:00:00,81.34
4/23/2015 16:00:00,81.93
4/24/2015 16:00:00,82.7
4/27/2015 16:00:00,81.38
4/28/2015 16:00:00,81.51
4/29/2015 16:00:00,78.87
4/30/2015 16:00:00,78.83
5/1/2015 16:00:00,79.65
5/4/2015 16:00:00,80.18
5/5/2015 16:00:00,78.97
5/6/2015 16:00:00,79.12
5/7/2015 16:00:00,80.11
5/8/2015 16:00:00,80.74
5/11/2015 16:00:00,80.61
5/12/2015 16:00:00,80.81
5/13/2015 16:00:00,79.81
5/14/2015 16:00:00,77.26
5/15/2015 16:00:00,78.53
5/18/2015 16:00:00,78.36
5/19/2015 16:00:00,77.92
5/20/2015 16:00:00,78.18
5/21/2015 16:00:00,79.39
5/22/2015 16:00:00,79.29
5/26/2015 16:00:00,79.08
5/27/2015 16:00:00,80.3
5/28/2015 16:00:00,80.05
5/29/2015 16:00:00,79.32
6/1/2015 16:00:00,79.51
6/2/2015 16:00:00,80
6/3/2015 16:00:00,80.34
6/4/2015 16:00:00,79.96
6/5/2015 16:00:00,79.2
6/8/2015 16:00:00,78.89
6/9/2015 16:00:00,78.9
6/10/2015 16:00:00,79.67
6/11/2015 16:00:00,80.07
6/12/2015 16:00:00,79.47
6/15/2015 16:00:00,80.45
6/16/2015 16:00:00,80.97
6/17/2015 16:00:00,82.1
6/18/2015 16:00:00,83.19
6/19/2015 16:00:00,83.35
6/22/2015 16:00:00,84.23
6/23/2015 16:00:00,84.76
6/24/2015 16:00:00,84.34
6/25/2015 16:00:00,84.5
6/26/2015 16:00:00,84.08
6/29/2015 16:00:00,82.09
6/30/2015 16:00:00,81.63
7/1/2015 16:00:00,82.99
7/2/2015 16:00:00,82.27
7/6/2015 16:00:00,82.93
7/7/2015 16:00:00,84.45
7/8/2015 16:00:00,83.48
7/9/2015 16:00:00,83.04
7/10/2015 16:00:00,83.91
7/13/2015 16:00:00,84.1
7/14/2015 16:00:00,84.1
7/15/2015 16:00:00,84.46
7/16/2015 16:00:00,85.01
7/17/2015 16:00:00,84.69
7/20/2015 16:00:00,84.23
7/21/2015 16:00:00,82.28
7/22/2015 16:00:00,82.82
7/23/2015 16:00:00,81.65
7/24/2015 16:00:00,80.21
7/27/2015 16:00:00,79.49
7/28/2015 16:00:00,80.53
7/29/2015 16:00:00,81.84
7/30/2015 16:00:00,81.93
7/31/2015 16:00:00,81.85
8/3/2015 16:00:00,80.39
8/4/2015 16:00:00,80.05
8/5/2015 16:00:00,80.04
8/6/2015 16:00:00,79.54
8/7/2015 16:00:00,78.98
8/10/2015 16:00:00,78.97
8/11/2015 16:00:00,78.87
8/12/2015 16:00:00,79
8/13/2015 16:00:00,78.99
8/14/2015 16:00:00,79.35
8/17/2015 16:00:00,78.98
8/18/2015 16:00:00,80.3
8/19/2015 16:00:00,80.87
8/20/2015 16:00:00,80.66
8/21/2015 16:00:00,78.4
8/24/2015 16:00:00,75.28
8/25/2015 16:00:00,73.94
8/26/2015 16:00:00,76.84
8/27/2015 16:00:00,77.85
8/28/2015 16:00:00,78.03
8/31/2015 16:00:00,77.71
9/1/2015 16:00:00,75.39
9/2/2015 16:00:00,77.05
9/3/2015 16:00:00,77.45
9/4/2015 16:00:00,76.42
9/8/2015 16:00:00,78.38
9/9/2015 16:00:00,77.16
9/10/2015 16:00:00,77.07
9/11/2015 16:00:00,77.88
9/14/2015 16:00:00,77.15
9/15/2015 16:00:00,77.82
9/16/2015 16:00:00,78.5
9/17/2015 16:00:00,78.01
9/18/2015 16:00:00,76.62
9/21/2015 16:00:00,78.26
9/22/2015 16:00:00,78.05
9/23/2015 16:00:00,78.76
9/24/2015 16:00:00,79.06
9/25/2015 16:00:00,79.05
9/28/2015 16:00:00,77.67
9/29/2015 16:00:00,77.98
9/30/2015 16:00:00,78.66
10/1/2015 16:00:00,79.51
10/2/2015 16:00:00,79.53
10/5/2015 16:00:00,79.51
10/6/2015 16:00:00,78.1
10/7/2015 16:00:00,78.56
10/8/2015 16:00:00,78.69
10/9/2015 16:00:00,78.88
10/12/2015 16:00:00,79.21
10/13/2015 16:00:00,78.96
10/14/2015 16:00:00,76.2
10/15/2015 16:00:00,75.13
10/16/2015 16:00:00,75.05
10/19/2015 16:00:00,74.7
10/20/2015 16:00:00,74.4
10/21/2015 16:00:00,76.4
10/22/2015 16:00:00,77.11
10/23/2015 16:00:00,72.94
10/26/2015 16:00:00,74.02
10/27/2015 16:00:00,74.73
10/28/2015 16:00:00,76.23
10/29/2015 16:00:00,76.28
10/30/2015 16:00:00,77.18
11/2/2015 16:00:00,77.26
11/3/2015 16:00:00,78.23
11/4/2015 16:00:00,77.39
11/5/2015 16:00:00,78.15
11/6/2015 16:00:00,77.22
11/9/2015 16:00:00,76.23
11/10/2015 16:00:00,77.19
11/11/2015 16:00:00,74.87
11/12/2015 16:00:00,74.93
11/13/2015 16:00:00,71.89
11/16/2015 16:00:00,72.31
11/17/2015 16:00:00,72.91
11/18/2015 16:00:00,69.78
11/19/2015 16:00:00,70.55
11/20/2015 16:00:00,70.83
11/23/2015 16:00:00,72.28
11/24/2015 16:00:00,72.89
11/25/2015 16:00:00,73.16
11/27/2015 16:00:00,73.44
11/30/2015 16:00:00,72.5
12/1/2015 16:00:00,72.81
12/2/2015 16:00:00,71.93
12/3/2015 16:00:00,73.19
12/4/2015 16:00:00,73.9
12/7/2015 16:00:00,73.39
12/8/2015 16:00:00,72.66
12/9/2015 16:00:00,72.01
12/10/2015 16:00:00,72.37
12/11/2015 16:00:00,71.84
12/14/2015 16:00:00,72.72
12/15/2015 16:00:00,72.98
12/16/2015 16:00:00,73.8
12/17/2015 16:00:00,72.33
12/18/2015 16:00:00,71.37
12/21/2015 16:00:00,71.71
12/22/2015 16:00:00,72.61
12/23/2015 16:00:00,73.65
12/24/2015 16:00:00,73.17
12/28/2015 16:00:00,72.87
12/29/2015 16:00:00,74.44
12/30/2015 16:00:00,73.62
12/31/2015 16:00:00,72.61
1/4/2016 16:00:00,73.55
1/5/2016 16:00:00,74.84
1/6/2016 16:00:00,74.08
1/7/2016 16:00:00,73.88
1/8/2016 16:00:00,71.38
1/11/2016 16:00:00,72.42
1/12/2016 16:00:00,73.36
1/13/2016 16:00:00,71.64
1/14/2016 16:00:00,70.41
1/15/2016 16:00:00,70.08
1/19/2016 16:00:00,69.24
1/20/2016 16:00:00,67.59
1/21/2016 16:00:00,68.64
1/22/2016 16:00:00,69.72
1/25/2016 16:00:00,68.92
1/26/2016 16:00:00,70.44
1/27/2016 16:00:00,70.69
1/28/2016 16:00:00,70.99
1/29/2016 16:00:00,72.42
2/1/2016 16:00:00,72.83
2/2/2016 16:00:00,73.31
2/3/2016 16:00:00,72.57
2/4/2016 16:00:00,70.04
2/5/2016 16:00:00,69.56
2/8/2016 16:00:00,70
2/9/2016 16:00:00,69.86
2/10/2016 16:00:00,68.76
2/11/2016 16:00:00,68.05
2/12/2016 16:00:00,69.95
2/16/2016 16:00:00,71.5
2/17/2016 16:00:00,72.1
2/18/2016 16:00:00,72.53
2/19/2016 16:00:00,72.32
2/22/2016 16:00:00,72.47
2/23/2016 16:00:00,73.99
2/24/2016 16:00:00,76.94
2/25/2016 16:00:00,78.67
2/26/2016 16:00:00,78.43
2/29/2016 16:00:00,78.45
3/1/2016 16:00:00,80.96
3/2/2016 16:00:00,81.1
3/3/2016 16:00:00,79.71
3/4/2016 16:00:00,81.13
3/7/2016 16:00:00,80.82
3/8/2016 16:00:00,80.53
3/9/2016 16:00:00,81.21
3/10/2016 16:00:00,81.5
3/11/2016 16:00:00,81.87
3/14/2016 16:00:00,81.77
3/15/2016 16:00:00,81.65
3/16/2016 16:00:00,82.39
3/17/2016 16:00:00,83.02
3/18/2016 16:00:00,82.71
3/21/2016 16:00:00,82.2
3/22/2016 16:00:00,81.7
3/23/2016 16:00:00,81.5
3/24/2016 16:00:00,82.04
3/28/2016 16:00:00,82.8
3/29/2016 16:00:00,82.97
3/30/2016 16:00:00,83.6
3/31/2016 16:00:00,82.28
4/1/2016 16:00:00,82.76
4/4/2016 16:00:00,82.3
4/5/2016 16:00:00,82.1
4/6/2016 16:00:00,82.17
4/7/2016 16:00:00,81.57
4/8/2016 16:00:00,80.88
4/11/2016 16:00:00,79.77
4/12/2016 16:00:00,80.78
4/13/2016 16:00:00,81.56
4/14/2016 16:00:00,81.78
4/15/2016 16:00:00,82.6
4/18/2016 16:00:00,83.42
4/19/2016 16:00:00,83.98
4/20/2016 16:00:00,82.87
4/21/2016 16:00:00,82.75
4/22/2016 16:00:00,82.33
4/25/2016 16:00:00,82.6
4/26/2016 16:00:00,82.6
4/27/2016 16:00:00,83.29
4/28/2016 16:00:00,81.33
4/29/2016 16:00:00,79.5
5/2/2016 16:00:00,80.12
5/3/2016 16:00:00,79.99
5/4/2016 16:00:00,79.71
5/5/2016 16:00:00,78.13
5/6/2016 16:00:00,78.74
5/9/2016 16:00:00,79.93
5/10/2016 16:00:00,80.05
5/11/2016 16:00:00,75.7
5/12/2016 16:00:00,75.6
5/13/2016 16:00:00,73.88
5/16/2016 16:00:00,74.61
5/17/2016 16:00:00,73.61
5/18/2016 16:00:00,68
5/19/2016 16:00:00,67.06
5/20/2016 16:00:00,68.66
5/23/2016 16:00:00,67.93
5/24/2016 16:00:00,68.69
5/25/2016 16:00:00,69.28
5/26/2016 16:00:00,68.91
5/27/2016 16:00:00,68.9
5/31/2016 16:00:00,68.78
6/1/2016 16:00:00,68.41
6/2/2016 16:00:00,68.32
6/3/2016 16:00:00,68.65
6/6/2016 16:00:00,68.81
6/7/2016 16:00:00,68.24
6/8/2016 16:00:00,68.62
6/9/2016 16:00:00,67.69
6/10/2016 16:00:00,67.88
6/13/2016 16:00:00,66.89
6/14/2016 16:00:00,66.74
6/15/2016 16:00:00,67.27
6/16/2016 16:00:00,66.98
6/17/2016 16:00:00,67.5
6/20/2016 16:00:00,67.99
6/21/2016 16:00:00,68.3
6/22/2016 16:00:00,68.86
6/23/2016 16:00:00,69.78
6/24/2016 16:00:00,69.35
6/27/2016 16:00:00,69.45
6/28/2016 16:00:00,69.74
6/29/2016 16:00:00,70
6/30/2016 16:00:00,69.82
7/1/2016 16:00:00,70.05
7/5/2016 16:00:00,69.74
7/6/2016 16:00:00,70.51
7/7/2016 16:00:00,70.09
7/8/2016 16:00:00,71.31
7/11/2016 16:00:00,72.54
7/12/2016 16:00:00,73.52
7/13/2016 16:00:00,73.17
7/14/2016 16:00:00,73.49
7/15/2016 16:00:00,73.04
7/18/2016 16:00:00,73.96
7/19/2016 16:00:00,73.95
7/20/2016 16:00:00,74.48
7/21/2016 16:00:00,74.34
7/22/2016 16:00:00,74.92
7/25/2016 16:00:00,76.3
7/26/2016 16:00:00,76.22
7/27/2016 16:00:00,75.25
7/28/2016 16:00:00,74.79
7/29/2016 16:00:00,75.33
8/1/2016 16:00:00,75.51
8/2/2016 16:00:00,73.89
8/3/2016 16:00:00,74.1
8/4/2016 16:00:00,74.14
8/5/2016 16:00:00,74.94
8/8/2016 16:00:00,75
8/9/2016 16:00:00,72.61
8/10/2016 16:00:00,73.05
8/11/2016 16:00:00,74.01
8/12/2016 16:00:00,75.81
8/15/2016 16:00:00,75.53
8/16/2016 16:00:00,75.48
8/17/2016 16:00:00,70.63
8/18/2016 16:00:00,70.3
8/19/2016 16:00:00,70.12
8/22/2016 16:00:00,70.39
8/23/2016 16:00:00,71.05
8/24/2016 16:00:00,71.73
8/25/2016 16:00:00,70.81
8/26/2016 16:00:00,70.35
8/29/2016 16:00:00,71.05
8/30/2016 16:00:00,70.39
8/31/2016 16:00:00,70.19
9/1/2016 16:00:00,70.58
9/2/2016 16:00:00,70.81
9/6/2016 16:00:00,70.1
9/7/2016 16:00:00,70.3
9/8/2016 16:00:00,69.46
9/9/2016 16:00:00,69
9/12/2016 16:00:00,69.3
9/13/2016 16:00:00,68.94
9/14/2016 16:00:00,68.2
9/15/2016 16:00:00,69.21
9/16/2016 16:00:00,69.23
9/19/2016 16:00:00,68.89
9/20/2016 16:00:00,68.62
9/21/2016 16:00:00,69.47
9/22/2016 16:00:00,68.56
9/23/2016 16:00:00,68.77
9/26/2016 16:00:00,67.22
9/27/2016 16:00:00,68.29
9/28/2016 16:00:00,67.82
9/29/2016 16:00:00,67.72
9/30/2016 16:00:00,68.68
10/3/2016 16:00:00,68.68
10/4/2016 16:00:00,68.65
10/5/2016 16:00:00,67.74
10/6/2016 16:00:00,68.41
10/7/2016 16:00:00,69.04
10/10/2016 16:00:00,68.86
10/11/2016 16:00:00,68.39
10/12/2016 16:00:00,67.86
10/13/2016 16:00:00,67.89
10/14/2016 16:00:00,68.11
10/17/2016 16:00:00,67.24
10/18/2016 16:00:00,67.36
10/19/2016 16:00:00,67.53
10/20/2016 16:00:00,67.71
10/21/2016 16:00:00,68.23
10/24/2016 16:00:00,68.26
