Date,arkk,tgt,unh
2015-12-29 16:00:00,20.78,74.44,119.82
2015-12-30 16:00:00,20.84,73.62,118.92
2015-12-31 16:00:00,20.46,72.61,117.64
2016-01-04 16:00:00,20.01,73.55,116.46
2016-01-05 16:00:00,20.17,74.84,116.68
2016-01-06 16:00:00,19.83,74.08,115.49
2016-01-07 16:00:00,19.05,73.88,112.09
2016-01-08 16:00:00,18.83,71.38,110.16
2016-01-11 16:00:00,18.17,72.42,109.58
2016-01-12 16:00:00,18.43,73.36,112.26
2016-01-13 16:00:00,17.87,71.64,109.23
2016-01-14 16:00:00,18.03,70.41,110.76
2016-01-15 16:00:00,17.32,70.08,109.27
2016-01-19 16:00:00,17.5,69.24,112.58
2016-01-20 16:00:00,17.05,67.59,114.79
2016-01-21 16:00:00,17.2,68.64,113.5
2016-01-22 16:00:00,17.53,69.72,114.33
2016-01-25 16:00:00,17.32,68.92,113.38
2016-01-26 16:00:00,17.05,70.44,113.96
2016-01-27 16:00:00,16.88,70.69,112.33
2016-01-28 16:00:00,16.48,70.99,111.38
2016-01-29 16:00:00,16.74,72.42,115.16
2016-02-01 16:00:00,16.88,72.83,115.89
2016-02-02 16:00:00,16.46,73.31,113.88
2016-02-03 16:00:00,16.37,72.57,112.75
2016-02-04 16:00:00,16.52,70.04,114.2
2016-02-05 16:00:00,15.5,69.56,111.72
2016-02-08 16:00:00,14.8,70.0,110.02
2016-02-09 16:00:00,14.86,69.86,111.16
2016-02-10 16:00:00,15.06,68.76,112.74
2016-02-11 16:00:00,14.78,68.05,110.62
2016-02-12 16:00:00,14.95,69.95,111.82
2016-02-16 16:00:00,15.55,71.5,115.15
2016-02-17 16:00:00,16.13,72.1,118.3
2016-02-18 16:00:00,16.07,72.53,117.45
2016-02-19 16:00:00,16.1,72.32,117.68
2016-02-22 16:00:00,16.47,72.47,121.27
2016-02-23 16:00:00,16.3,73.99,121.15
2016-02-24 16:00:00,16.44,76.94,120.2
2016-02-25 16:00:00,16.53,78.67,121.2
2016-02-26 16:00:00,17.02,78.43,121.33
2016-02-29 16:00:00,17.1,78.45,119.1
2016-03-01 16:00:00,17.48,80.96,121.67
2016-03-02 16:00:00,17.73,81.1,121.27
2016-03-03 16:00:00,18.14,79.71,121.82
2016-03-04 16:00:00,18.54,81.13,121.8
2016-03-07 16:00:00,18.51,80.82,121.76
2016-03-08 16:00:00,18.21,80.53,121.66
2016-03-09 16:00:00,17.98,81.21,121.1
2016-03-10 16:00:00,17.81,81.5,122.09
2016-03-11 16:00:00,17.93,81.87,125.1
2016-03-14 16:00:00,18.4,81.77,125.22
2016-03-15 16:00:00,17.84,81.65,124.85
2016-03-16 16:00:00,17.99,82.39,124.9
2016-03-17 16:00:00,18.1,83.02,124.53
2016-03-18 16:00:00,18.51,82.71,126.72
2016-03-21 16:00:00,18.68,82.2,126.74
2016-03-22 16:00:00,18.87,81.7,128.02
2016-03-23 16:00:00,,81.5,129.79
2016-03-24 16:00:00,18.27,82.04,128.59
2016-03-28 16:00:00,,82.8,128.92
